dataset,prn,flag_epoch,flag_raw_start_sample,flag_raw_end_sample_exclusive,next_raw_start_sample,sign_previous,sign_flagged_row,sign_next,transition_previous_to_flag,transition_flag_to_next,source_predicted_edge,alignment_match
OAKBAT.cleanStatic,10,13799,218997266,219002266,219002266,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,13839,219197266,219202266,219202266,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,13859,219297266,219302266,219302266,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,13939,219697266,219702266,219702266,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14039,220197265,220202265,220202265,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14159,220797265,220802265,220802265,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14179,220897265,220902265,220902265,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14239,221197264,221202264,221202264,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14259,221297264,221302264,221302264,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14279,221397264,221402264,221402264,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14339,221697264,221702264,221702264,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14359,221797264,221802264,221802264,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14379,221897264,221902264,221902264,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14639,223197263,223202263,223202263,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14659,223297263,223302263,223302263,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14719,223597263,223602263,223602263,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14759,223797263,223802263,223802263,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14799,223997262,224002262,224002262,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14819,224097262,224102262,224102262,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14859,224297262,224302262,224302262,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14919,224597262,224602262,224602262,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,10,14979,224897262,224902262,224902262,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,12292,211463518,211468518,211468518,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,12332,211663517,211668517,211668517,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,12372,211863517,211868517,211868517,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,12392,211963517,211968517,211968517,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,12432,212163517,212168517,212168517,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,12472,212363516,212368516,212368516,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,12572,212863516,212868516,212868516,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,12612,213063515,213068515,213068515,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,12632,213163515,213168515,213168515,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,12672,213363515,213368515,213368515,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,12772,213863514,213868514,213868514,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,12852,214263514,214268514,214268514,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,12932,214663513,214668513,214668513,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13012,215063513,215068513,215068512,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13032,215163512,215168512,215168512,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13052,215263512,215268512,215268512,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13092,215463512,215468512,215468512,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13112,215563512,215568512,215568512,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13252,216263511,216268511,216268511,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13472,217363509,217368509,217368509,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13532,217663509,217668509,217668509,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13592,217963508,217968508,217968508,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13632,218163508,218168508,218168508,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13692,218463508,218468508,218468508,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13712,218563508,218568508,218568508,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13772,218863507,218868507,218868507,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13792,218963507,218968507,218968507,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13832,219163507,219168507,219168507,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13912,219563506,219568506,219568506,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13932,219663506,219668506,219668506,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13972,219863506,219868506,219868506,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,13992,219963506,219968506,219968506,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14032,220163505,220168505,220168505,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14052,220263505,220268505,220268505,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14092,220463505,220468505,220468505,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14132,220663505,220668505,220668505,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14172,220863504,220868504,220868504,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14312,221563503,221568503,221568503,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14352,221763503,221768503,221768503,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14372,221863503,221868503,221868503,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14392,221963503,221968503,221968503,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14432,222163503,222168503,222168503,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14452,222263502,222268502,222268502,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14612,223063501,223068501,223068501,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14632,223163501,223168501,223168501,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14672,223363501,223368501,223368501,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14692,223463501,223468501,223468501,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14712,223563501,223568501,223568501,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14812,224063500,224068500,224068500,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14832,224163500,224168500,224168500,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14872,224363499,224368499,224368499,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14892,224463499,224468499,224468499,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14912,224563499,224568499,224568499,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,11,14972,224863499,224868499,224868499,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,11365,206827449,206832449,206832449,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,11465,207327450,207332450,207332450,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,11485,207427450,207432450,207432450,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,11505,207527451,207532451,207532451,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,11585,207927451,207932451,207932451,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,11605,208027451,208032451,208032451,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,11665,208327452,208332452,208332452,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,11685,208427452,208432452,208432452,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,11725,208627453,208632453,208632453,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,11925,209627454,209632454,209632454,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12005,210027455,210032455,210032455,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12045,210227455,210232455,210232455,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12065,210327456,210332456,210332456,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12125,210627456,210632456,210632456,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12145,210727456,210732456,210732456,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12165,210827456,210832456,210832456,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12205,211027457,211032457,211032457,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12285,211427458,211432458,211432458,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12325,211627458,211632458,211632458,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12365,211827458,211832458,211832458,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12385,211927458,211932458,211932458,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12425,212127459,212132459,212132459,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12465,212327459,212332459,212332459,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12565,212827460,212832460,212832460,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12605,213027460,213032460,213032460,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12625,213127461,213132461,213132461,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12665,213327461,213332461,213332461,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12765,213827462,213832462,213832462,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12845,214227463,214232463,214232463,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,12925,214627463,214632463,214632463,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13005,215027464,215032464,215032464,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13025,215127464,215132464,215132464,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13045,215227464,215232464,215232464,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13085,215427465,215432465,215432465,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13105,215527465,215532465,215532465,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13245,216227466,216232466,216232466,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13405,217027467,217032467,217032468,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13445,217227468,217232468,217232468,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13465,217327468,217332468,217332468,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13565,217827469,217832469,217832469,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13585,217927469,217932469,217932469,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13605,218027469,218032469,218032469,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13625,218127469,218132469,218132469,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13645,218227470,218232470,218232470,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13685,218427470,218432470,218432470,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13705,218527470,218532470,218532470,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13765,218827471,218832471,218832471,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13785,218927471,218932471,218932471,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13825,219127471,219132471,219132471,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13865,219327472,219332472,219332472,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13885,219427472,219432472,219432472,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,13945,219727472,219732472,219732472,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14045,220227473,220232473,220232473,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14105,220527474,220532474,220532474,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14305,221527476,221532477,221532476,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14325,221627476,221632476,221632476,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14345,221727476,221732476,221732476,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14365,221827476,221832476,221832476,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14645,223227479,223232479,223232479,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14705,223527479,223532479,223532479,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14725,223627479,223632479,223632479,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14765,223827480,223832480,223832480,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14805,224027480,224032480,224032480,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14825,224127480,224132480,224132480,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14865,224327480,224332480,224332480,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14905,224527481,224532481,224532481,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14945,224727481,224732481,224732481,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,21,14965,224827481,224832481,224832481,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,12282,211413037,211418037,211418037,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,12322,211613037,211618037,211618037,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,12362,211813037,211818037,211818037,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,12382,211913037,211918037,211918037,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,12422,212113038,212118038,212118038,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,12462,212313038,212318038,212318038,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,12562,212813038,212818038,212818038,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,12602,213013039,213018039,213018039,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,12622,213113039,213118039,213118039,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,12662,213313039,213318039,213318039,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,12762,213813040,213818040,213818040,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,12842,214213040,214218040,214218040,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,12922,214613041,214618041,214618041,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13002,215013042,215018042,215018042,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13022,215113042,215118042,215118042,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13042,215213042,215218042,215218042,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13082,215413042,215418042,215418042,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13102,215513042,215518042,215518042,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13242,216213043,216218043,216218043,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13422,217113044,217118044,217118044,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13442,217213045,217218045,217218045,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13462,217313045,217318045,217318045,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13522,217613045,217618045,217618045,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13542,217713045,217718045,217718045,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13602,218013046,218018046,218018046,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13622,218113046,218118046,218118046,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13642,218213046,218218046,218218046,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13682,218413046,218418046,218418046,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13702,218513046,218518046,218518046,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13722,218613047,218618047,218618047,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13762,218813047,218818047,218818047,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13782,218913047,218918047,218918047,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13842,219213047,219218047,219218047,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13862,219313047,219318047,219318047,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13922,219613048,219618048,219618048,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13942,219713048,219718048,219718048,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13962,219813048,219818048,219818048,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,13982,219913048,219918048,219918048,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14022,220113049,220118049,220118049,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14042,220213049,220218049,220218049,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14082,220413049,220418049,220418049,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14162,220813050,220818050,220818050,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14202,221013050,221018050,221018050,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14282,221413050,221418050,221418050,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14302,221513051,221518051,221518051,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14322,221613051,221618051,221618051,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14342,221713051,221718051,221718051,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14362,221813051,221818051,221818051,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14382,221913051,221918051,221918051,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14402,222013051,222018051,222018051,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14422,222113051,222118051,222118051,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14622,223113053,223118053,223118053,-1,-1,1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14642,223213053,223218053,223218053,1,1,-1,False,True,FLAG_TO_NEXT,True
OAKBAT.cleanStatic,24,14662,223313053,223318053,223318053,-1,-1,1,False,True,FLAG_TO_NEXT,True
